--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
true,true,false,true,false,true,false,true,true,false,true,false,true,false,true,true,false,false,true,false,true,true,false,false,true,false,true,true,true,false,false,true,true,true,false,false,false,false,true,true,false,false,true,true,true,true,true,true,true,true,false,false,true,false,false,true,true,false,true,false,false,true,false,true,false,false,true,false,true,true,false,true,true,false,true,false,true,true,false,true,false,true,true,false,false,false,false,false,false,false,5006632,bytes,32870
true,false,true,true,false,true,false,true,true,false,false,false,false,true,true,true,false,true,true,true,true,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,false,true,false,false,false,true,false,true,true,true,true,false,false,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,false,1889776,bytes,15212
true,false,true,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,false,false,false,false,true,true,true,false,false,false,true,true,true,true,false,true,false,true,false,true,true,true,false,false,true,true,false,false,true,true,true,true,false,false,true,false,false,false,true,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,1799824,bytes,14397
false,true,false,false,false,true,true,true,false,false,true,false,false,false,false,true,false,false,true,false,true,false,true,false,false,true,true,false,false,false,true,true,true,false,true,true,true,false,true,true,false,true,false,false,false,true,true,false,false,true,true,true,false,true,true,false,true,true,true,false,true,true,false,false,true,true,true,false,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,false,1718704,bytes,13946
false,false,false,false,false,true,true,true,false,true,true,false,true,true,true,true,true,false,false,true,false,false,true,false,true,false,false,true,true,true,false,false,true,false,true,false,true,false,true,true,false,true,true,true,false,false,true,false,true,true,true,false,true,false,true,true,true,false,true,true,true,false,false,false,true,true,false,false,true,false,true,true,false,false,false,false,true,false,true,false,true,true,true,false,true,true,false,false,false,false,4811504,bytes,31570
false,false,false,true,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,false,true,false,true,false,false,true,false,false,true,false,true,false,true,true,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,true,true,false,true,false,false,false,false,false,false,true,false,true,false,true,true,true,true,false,true,false,true,false,4044120,bytes,26126
true,false,false,true,false,true,true,false,false,false,true,true,false,true,true,true,false,false,false,true,true,true,true,false,false,true,true,true,false,true,true,true,true,false,false,true,false,true,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,true,true,false,true,true,false,true,true,true,false,true,true,false,false,false,true,true,false,false,true,false,false,true,true,false,false,false,true,false,false,true,false,true,false,true,false,false,2311096,bytes,17543
true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,true,true,true,false,true,false,true,true,false,true,true,false,false,true,true,false,false,true,true,true,true,false,true,true,false,false,false,false,true,true,false,true,false,true,false,true,false,true,false,false,true,false,false,false,false,true,true,false,true,true,false,false,false,true,true,true,false,false,true,true,true,true,false,false,false,false,4634024,bytes,29468
false,false,false,false,false,true,false,false,false,true,false,true,false,true,false,true,true,true,true,true,false,false,true,false,true,true,false,true,true,false,true,false,true,true,false,true,false,true,false,false,false,false,true,true,true,true,true,false,true,true,true,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false,true,true,true,true,true,false,false,false,false,2453816,bytes,18454
false,true,true,true,true,true,false,false,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,true,false,false,false,true,true,false,true,true,false,false,true,false,false,true,false,true,true,false,false,false,false,true,false,true,false,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,false,false,true,false,false,true,false,2248696,bytes,17388
true,false,false,true,true,false,false,true,true,true,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,true,true,true,false,true,false,false,false,true,false,true,true,false,true,true,false,false,false,true,false,true,true,true,true,true,false,false,true,false,false,true,false,false,true,true,false,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,false,false,1786800,bytes,14262
true,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,true,true,true,true,true,false,true,false,true,true,true,false,true,false,false,true,false,true,false,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true,true,true,false,false,true,false,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,1603640,bytes,12816
true,false,true,false,false,true,true,true,true,true,true,false,true,true,true,false,true,true,true,false,true,false,false,true,true,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,true,true,false,true,false,true,false,false,true,true,false,true,true,true,false,true,false,false,true,true,true,false,false,false,false,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,5752440,bytes,37487
true,false,false,false,true,false,true,true,true,false,false,true,false,true,false,true,false,true,true,true,false,true,false,true,false,false,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,true,false,true,true,true,false,false,false,true,false,false,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false,true,false,false,true,true,2128816,bytes,16615
false,true,false,false,true,false,false,false,true,true,true,false,false,false,true,false,false,false,true,false,false,true,true,true,true,true,true,true,false,false,true,false,false,true,true,true,true,false,false,true,true,true,true,false,true,true,false,true,true,false,false,false,true,false,false,true,false,false,false,true,false,true,true,false,false,true,true,true,true,false,false,false,false,true,false,true,false,true,false,true,false,false,true,false,true,false,true,false,false,false,2334480,bytes,16957
true,false,true,true,true,true,false,true,true,false,true,true,true,false,false,true,false,false,true,true,false,false,true,true,true,false,false,false,true,true,true,false,false,true,false,true,false,true,true,true,false,true,false,true,true,false,true,false,false,false,true,false,true,false,false,true,true,true,true,false,true,true,true,false,true,false,false,true,false,false,true,false,false,false,true,true,true,false,false,true,false,false,true,false,false,false,false,true,false,false,2589144,bytes,18117
true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,true,true,true,true,false,true,false,false,true,true,true,true,false,true,false,true,false,true,true,true,false,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,true,false,false,false,true,false,true,true,false,false,true,true,false,false,true,true,false,true,true,true,false,true,false,false,4922880,bytes,32029
false,true,false,false,true,false,true,true,false,true,false,false,false,true,true,true,false,false,true,true,false,true,false,true,true,true,false,true,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,true,false,false,false,false,false,false,true,false,false,false,true,false,true,false,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,true,false,false,false,true,true,true,false,false,5697088,bytes,36158
false,false,true,false,false,false,true,true,true,false,false,true,false,true,true,true,true,true,true,true,false,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,false,false,true,true,false,true,false,true,true,false,false,false,true,false,true,true,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,2150008,bytes,15720
true,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,true,true,false,false,false,false,false,false,true,true,false,true,true,false,true,false,false,true,true,true,false,false,true,true,false,false,true,false,false,false,true,true,false,false,false,false,true,false,true,false,true,true,false,false,false,false,false,true,false,false,false,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true,false,false,false,5280408,bytes,34292
true,false,true,false,false,false,true,true,true,true,true,false,false,false,true,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,true,true,false,true,true,true,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,true,true,true,true,false,false,true,false,true,true,true,false,true,false,true,true,false,false,false,4103472,bytes,27068
true,false,false,true,true,false,true,true,false,true,true,false,false,true,true,false,true,true,false,true,false,true,false,true,true,true,false,false,false,false,false,true,false,false,true,true,false,true,false,false,false,true,true,false,false,true,false,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,true,true,false,true,false,1515784,bytes,12240
false,true,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,true,true,true,true,false,false,true,true,false,false,true,false,true,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,true,false,true,false,true,false,true,true,true,false,false,false,true,true,false,true,true,true,false,true,false,true,false,false,false,false,4636824,bytes,30840
true,true,true,false,false,false,false,false,false,true,true,true,false,false,false,true,true,false,true,true,true,false,false,false,true,true,false,true,true,false,false,false,false,false,false,false,true,false,true,true,false,true,true,true,false,true,false,true,false,false,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,false,false,false,true,false,false,true,true,false,true,true,false,true,false,true,true,true,true,true,true,false,true,false,true,false,1633880,bytes,13090
true,false,true,false,false,true,false,true,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,false,true,true,false,true,true,false,false,false,false,true,true,true,false,false,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,false,false,true,true,true,false,true,false,false,false,false,true,false,true,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,1537448,bytes,12337
false,false,true,true,true,false,true,true,false,true,false,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,true,true,false,true,true,true,false,true,false,false,false,false,true,false,true,false,false,false,true,true,true,false,false,true,false,true,false,true,true,false,true,false,true,true,true,false,true,true,false,true,true,false,false,false,false,false,false,false,false,1563360,bytes,12386
false,true,true,false,false,true,true,true,false,true,true,true,true,false,true,false,false,true,true,false,true,false,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,true,true,false,false,false,true,false,true,false,false,true,false,false,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true,true,false,false,true,false,false,false,false,false,2878576,bytes,20172
false,true,false,true,true,true,false,false,false,true,false,true,true,false,false,true,true,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,true,true,true,false,true,false,false,true,false,false,true,true,true,false,false,false,false,false,true,false,false,false,true,true,true,false,true,false,false,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,true,true,false,true,false,true,false,false,true,false,true,true,false,false,5411928,bytes,35672
false,false,true,true,true,false,false,false,true,false,false,true,true,true,false,true,false,true,false,true,true,false,false,false,true,true,false,false,false,false,true,false,true,false,true,true,true,true,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,false,false,false,true,true,true,false,true,false,true,false,false,true,false,false,true,true,false,true,false,true,true,true,false,false,true,true,true,false,true,false,true,false,false,false,false,false,2491368,bytes,18129
true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,false,true,true,false,true,true,true,true,false,false,true,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,true,false,true,false,false,false,true,true,true,false,false,true,true,false,false,false,true,true,true,false,false,true,false,false,false,true,true,true,true,true,false,false,true,false,true,false,true,false,true,false,true,2624872,bytes,18427
false,false,true,false,true,false,false,true,true,true,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,false,true,true,false,false,false,true,true,true,false,true,true,true,false,true,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,false,true,false,true,true,2110272,bytes,16570
false,true,false,true,false,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true,false,false,true,false,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,true,false,true,true,false,true,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,5130568,bytes,33573
false,true,false,false,false,false,false,true,true,false,true,false,true,true,false,false,false,true,false,true,false,true,false,true,false,false,false,false,false,false,true,true,true,false,true,false,true,false,false,true,false,true,false,false,true,true,true,false,false,false,false,true,true,true,true,false,true,true,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,true,true,true,false,false,true,false,true,false,false,true,false,false,true,1710856,bytes,13946
false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,true,false,true,true,true,false,true,true,false,false,false,true,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,false,true,true,true,false,true,false,false,false,true,true,true,false,false,false,false,true,false,true,false,false,true,false,4701096,bytes,31289
true,true,true,false,false,false,false,true,false,true,true,false,true,true,true,true,false,false,true,false,true,true,false,true,false,false,false,true,true,true,false,true,false,false,false,true,true,true,true,false,true,false,false,false,true,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,true,false,true,true,false,true,true,true,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,false,true,false,true,false,1813128,bytes,14490
true,false,false,false,true,false,false,false,true,true,true,false,true,false,true,false,false,true,true,false,true,false,true,false,true,true,false,true,false,true,true,false,false,false,true,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,false,false,true,true,true,true,false,true,false,false,true,true,false,true,false,true,false,false,true,true,true,true,true,false,false,false,false,true,true,false,false,false,true,false,2662768,bytes,19562
true,false,true,true,false,true,false,false,true,true,false,true,true,false,false,false,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,false,true,false,true,false,false,false,false,true,false,true,true,true,false,false,false,true,true,false,true,false,true,false,true,false,1924344,bytes,15008
false,true,true,true,true,true,false,true,true,false,true,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,true,false,true,true,false,true,false,true,true,false,false,false,false,true,true,false,true,true,false,true,true,true,false,true,true,false,false,false,false,true,true,true,true,true,true,true,false,true,false,true,false,false,true,false,false,true,true,false,true,false,false,true,false,true,false,true,true,true,false,4668080,bytes,30997
false,false,true,true,true,false,true,false,true,true,false,false,true,false,false,true,false,false,true,true,false,true,false,true,false,true,false,true,true,true,true,false,false,true,false,true,false,false,true,true,false,true,true,true,false,false,true,true,false,true,false,false,false,true,false,true,false,true,true,false,true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,true,false,false,true,false,5319048,bytes,34218
false,false,true,true,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,false,true,false,true,false,true,true,true,true,true,true,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,true,false,false,false,false,true,true,false,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,1811576,bytes,14508
true,true,true,true,false,true,false,true,true,false,false,true,false,false,true,false,true,true,false,true,false,true,true,false,true,true,false,false,true,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,true,true,true,true,true,false,false,false,false,true,true,false,true,false,false,true,false,true,true,true,false,true,true,true,true,false,true,false,false,false,false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,true,1813360,bytes,14493
false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,false,true,false,true,true,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,true,true,false,false,true,true,true,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,false,false,false,true,false,false,true,true,false,true,true,true,false,false,true,true,false,false,false,false,5134104,bytes,33380
true,false,false,true,true,false,false,true,false,true,true,true,false,true,false,true,true,true,true,false,false,true,false,true,false,false,true,false,false,false,true,true,true,false,true,true,true,true,false,true,false,false,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,true,true,false,true,false,true,false,true,false,true,false,false,false,false,false,true,false,true,false,true,false,false,true,false,false,true,true,false,false,false,false,4294024,bytes,28481
false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,false,true,true,true,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,4642104,bytes,30617
true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,true,false,true,true,true,true,false,true,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,false,true,false,true,true,false,false,true,false,1608016,bytes,12996
true,true,false,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,true,false,false,true,false,false,false,true,true,true,false,false,false,true,true,true,true,false,true,true,false,false,true,true,false,true,false,true,false,true,false,false,true,true,false,true,false,true,true,false,true,true,true,true,false,true,false,true,false,false,false,true,false,true,true,false,true,true,false,false,false,false,true,true,false,true,true,true,false,false,true,true,2247472,bytes,16904
false,false,false,true,true,false,true,true,false,true,true,false,false,false,true,false,false,false,false,true,false,true,false,false,true,true,false,false,true,false,true,true,false,false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,true,false,true,false,false,true,false,false,false,false,true,false,true,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,1547568,bytes,12375
false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,true,false,false,true,false,true,false,true,false,true,true,true,true,true,false,false,false,true,true,false,true,false,false,false,false,false,false,true,true,true,false,true,false,false,true,true,false,false,false,true,true,false,false,true,true,true,true,true,false,false,true,false,true,false,true,false,false,true,false,true,true,false,false,true,false,true,false,false,false,true,true,true,1746992,bytes,14054
false,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,true,true,true,false,true,false,false,true,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,5210936,bytes,34296
true,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,false,true,true,true,false,true,true,true,false,false,true,true,false,false,true,true,true,false,true,false,true,true,false,true,true,false,false,false,false,true,true,false,false,true,true,false,false,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,false,false,false,true,false,false,2033128,bytes,16034
false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,true,false,true,true,false,true,false,true,true,true,true,true,false,false,false,true,true,true,false,false,true,true,false,false,true,true,false,false,true,false,false,false,true,false,true,false,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,false,true,true,true,true,false,true,false,false,true,false,false,true,false,5303584,bytes,33577
true,false,false,true,true,true,false,true,false,true,false,false,true,false,false,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,true,false,false,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,false,true,false,false,true,false,true,true,false,true,true,true,true,false,false,true,true,false,false,true,true,true,false,true,false,true,false,true,false,false,1886976,bytes,14928
true,true,true,false,true,true,true,true,true,true,false,false,false,true,true,false,true,false,false,true,false,false,false,false,false,false,true,false,false,true,true,false,true,false,false,false,true,true,false,true,true,false,true,true,false,true,true,true,false,true,true,false,false,true,false,true,true,true,false,false,true,true,false,true,false,false,true,true,true,false,true,false,false,true,true,true,true,false,false,true,false,true,true,true,false,false,true,false,false,false,2567832,bytes,18307
true,true,false,true,false,false,false,false,true,true,false,false,false,false,true,false,false,true,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,true,false,true,true,false,true,false,false,true,false,false,false,true,true,true,true,false,true,false,true,false,true,false,false,false,4906848,bytes,32222
true,false,true,true,true,true,true,false,true,false,false,false,false,false,true,true,false,false,false,false,true,false,true,true,false,false,true,true,true,false,true,false,false,false,false,true,true,true,true,true,false,true,false,true,false,true,true,false,true,true,true,true,true,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,true,true,false,false,false,false,5656504,bytes,36922
true,true,true,false,false,true,true,true,false,true,false,true,false,false,false,false,false,true,true,false,false,false,true,true,true,false,true,true,false,true,false,true,false,false,true,false,false,false,false,false,true,false,true,true,true,false,false,true,true,false,true,false,true,false,false,true,true,false,true,false,false,false,true,true,false,false,false,false,false,true,true,false,false,true,true,false,false,true,false,false,true,true,true,true,false,true,false,true,true,false,5630360,bytes,37617
false,true,false,true,true,true,false,false,true,true,false,false,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,true,false,true,false,true,true,false,true,false,true,true,true,false,false,true,false,true,true,true,false,true,false,false,false,true,false,false,true,true,true,true,false,true,true,false,true,true,false,false,true,false,false,true,true,false,false,false,true,true,true,false,false,false,true,true,true,true,true,true,false,false,false,false,2281984,bytes,17497
true,false,true,false,true,false,true,false,true,true,true,false,false,false,true,true,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,true,true,false,true,true,true,true,false,true,false,true,false,true,true,false,true,false,false,false,true,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,5373136,bytes,34223
true,true,false,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true,true,false,false,false,false,true,true,true,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true,true,false,false,1990432,bytes,14996
true,false,true,true,false,true,false,false,false,false,false,false,true,true,true,true,true,true,true,false,false,false,false,false,true,true,true,true,true,true,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true,true,true,true,true,false,false,false,true,true,true,false,true,false,true,false,false,false,true,false,4709824,bytes,31080
true,false,false,true,false,false,true,true,false,false,false,false,false,false,true,false,false,false,true,true,true,true,false,false,false,true,false,true,false,true,true,false,true,false,false,false,true,false,true,true,false,true,true,false,false,false,false,true,true,false,false,false,false,true,false,true,false,false,true,true,true,false,false,true,false,false,false,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,false,false,false,false,false,true,false,false,2855792,bytes,19836
false,false,true,false,false,true,false,true,true,false,false,true,false,true,false,false,true,true,false,false,false,false,true,true,true,true,false,true,false,true,true,true,true,false,false,true,false,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,false,false,true,true,true,false,true,false,false,false,true,true,true,false,false,true,true,false,false,false,true,false,false,true,false,true,true,true,false,true,false,true,false,5310080,bytes,34118
false,true,false,false,true,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,true,true,true,true,false,false,true,false,false,false,true,false,false,true,true,false,true,true,false,false,false,true,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,true,true,false,false,false,false,false,true,true,true,true,false,false,false,true,true,false,false,true,false,false,true,true,false,1816416,bytes,14770
true,false,true,false,false,false,true,false,false,false,false,false,true,true,true,true,false,false,true,false,false,true,false,true,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,true,false,false,false,true,false,true,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,true,false,true,false,false,true,false,true,true,false,true,false,true,false,true,false,4602144,bytes,31587
true,true,true,false,false,false,true,false,false,false,true,true,true,true,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,false,true,false,true,true,false,true,true,true,true,true,true,false,true,false,true,true,false,true,false,false,true,false,true,false,false,true,false,true,true,false,true,true,false,true,false,true,false,true,false,false,false,false,true,false,true,true,true,true,true,true,false,true,false,false,false,false,false,true,true,false,2555440,bytes,18683
false,true,false,false,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,true,false,false,true,false,true,true,false,true,true,false,false,false,true,true,false,true,false,false,false,true,true,false,true,true,false,false,true,false,false,false,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,false,false,true,true,false,true,false,false,2812104,bytes,20323
true,false,false,false,false,true,false,true,false,true,false,false,true,false,true,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,true,true,false,true,false,false,false,false,false,true,true,true,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,false,true,false,false,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,true,true,false,2461168,bytes,18345
